"No.","Time","Source","Destination","Protocol","Length","Info"
"10120","37.376268656","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"10121","37.376792197","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10127","37.384770795","134.224.67.86","192.168.1.44","UDP","1189","8801  >  57091 Len=1147"
"10128","37.384942119","134.224.67.86","192.168.1.44","UDP","1221","8801  >  57091 Len=1179"
"10129","37.394002027","134.224.67.86","192.168.1.44","UDP","1226","8801  >  57091 Len=1184"
"10130","37.401494887","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"10138","37.418905164","134.224.67.86","192.168.1.44","UDP","1226","8801  >  57091 Len=1184"
"10140","37.419078711","134.224.67.86","192.168.1.44","UDP","1225","8801  >  57091 Len=1183"
"10142","37.420039423","134.224.67.86","192.168.1.44","UDP","174","8801  >  53820 Len=132"
"10143","37.420065343","134.224.67.86","192.168.1.44","UDP","172","8801  >  53820 Len=130"
"10144","37.420093145","134.224.67.86","192.168.1.44","UDP","171","8801  >  53820 Len=129"
"10145","37.423904065","134.224.67.86","192.168.1.44","UDP","1225","8801  >  57091 Len=1183"
"10146","37.425045793","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=7753 Ack=9334 Win=16 Len=0 TSval=1380066766 TSecr=3700358948"
"10147","37.427618115","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"10148","37.436959952","134.224.67.86","192.168.1.44","TLSv1.2","145","Application Data"
"10154","37.443974406","134.224.67.86","192.168.1.44","UDP","1242","8801  >  57091 Len=1200"
"10155","37.444143728","134.224.67.86","192.168.1.44","UDP","1242","8801  >  57091 Len=1200"
"10156","37.456132164","134.224.67.86","192.168.1.44","UDP","163","8801  >  53820 Len=121"
"10159","37.475345551","134.224.67.86","192.168.1.44","UDP","1242","8801  >  57091 Len=1200"
"10160","37.475504669","134.224.67.86","192.168.1.44","UDP","1242","8801  >  57091 Len=1200"
"10161","37.475680416","134.224.67.86","192.168.1.44","UDP","1242","8801  >  57091 Len=1200"
"10162","37.475864790","134.224.67.86","192.168.1.44","UDP","1273","8801  >  57091 Len=1231"
"10163","37.477348025","134.224.67.86","192.168.1.44","UDP","164","8801  >  53820 Len=122"
"10166","37.507935499","134.224.67.86","192.168.1.44","UDP","163","8801  >  53820 Len=121"
"10167","37.507973102","134.224.67.86","192.168.1.44","UDP","160","8801  >  53820 Len=118"
"10168","37.521102473","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=7832 Ack=9429 Win=16 Len=0 TSval=1380066861 TSecr=3700359013"
"10169","37.521129891","134.224.67.86","192.168.1.44","TLSv1.2","111","Application Data"
"10172","37.527402171","134.224.67.86","192.168.1.44","TLSv1.2","111","Application Data"
"10178","37.545185705","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"10180","37.546806670","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"10181","37.546841951","134.224.67.86","192.168.1.44","UDP","155","8801  >  53820 Len=113"
"10182","37.546852388","134.224.67.86","192.168.1.44","UDP","156","8801  >  53820 Len=114"
"10185","37.556352362","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"10186","37.566296971","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"10187","37.566433354","134.224.67.86","192.168.1.44","UDP","1076","8801  >  57091 Len=1034"
"10189","37.567669156","134.224.67.86","192.168.1.44","UDP","154","8801  >  53820 Len=112"
"10190","37.589512905","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=7922 Ack=9474 Win=16 Len=0 TSval=1380066931 TSecr=3700359074"
"10191","37.596558598","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"10192","37.596716708","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"10198","37.610470770","134.224.67.86","192.168.1.44","UDP","155","8801  >  53820 Len=113"
"10199","37.610521674","134.224.67.86","192.168.1.44","UDP","155","8801  >  53820 Len=113"
"10201","37.638244699","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"10202","37.638403087","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"10203","37.647649564","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"10204","37.648845709","134.224.67.86","192.168.1.44","UDP","152","8801  >  53820 Len=110"
"10205","37.667908220","134.224.67.86","192.168.1.44","UDP","1217","8801  >  57091 Len=1175"
"10206","37.668057280","134.224.67.86","192.168.1.44","UDP","1217","8801  >  57091 Len=1175"
"10207","37.668701381","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10208","37.677855443","134.224.67.86","192.168.1.44","UDP","1217","8801  >  57091 Len=1175"
"10209","37.678029687","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"10210","37.687768214","134.224.67.86","192.168.1.44","UDP","1126","8801  >  57091 Len=1084"
"10211","37.687917381","134.224.67.86","192.168.1.44","UDP","1126","8801  >  57091 Len=1084"
"10213","37.717597744","134.224.67.86","192.168.1.44","UDP","1125","8801  >  57091 Len=1083"
"10214","37.717748062","134.224.67.86","192.168.1.44","UDP","1125","8801  >  57091 Len=1083"
"10215","37.721418362","134.224.67.86","192.168.1.44","UDP","166","8801  >  57091 Len=124"
"10216","37.727790415","134.224.67.86","192.168.1.44","UDP","1125","8801  >  57091 Len=1083"
"10218","37.728963569","134.224.67.86","192.168.1.44","UDP","1227","8801  >  57091 Len=1185"
"10219","37.748928905","134.224.67.86","192.168.1.44","UDP","1227","8801  >  57091 Len=1185"
"10221","37.749104628","134.224.67.86","192.168.1.44","UDP","1227","8801  >  57091 Len=1185"
"10223","37.750302920","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10230","37.780458954","134.224.67.86","192.168.1.44","UDP","1227","8801  >  57091 Len=1185"
"10233","37.791683207","134.224.67.86","192.168.1.44","UDP","1226","8801  >  57091 Len=1184"
"10234","37.791931876","134.224.67.86","192.168.1.44","UDP","1226","8801  >  57091 Len=1184"
"10235","37.799058022","134.224.67.86","192.168.1.44","UDP","1258","8801  >  57091 Len=1216"
"10243","37.841125804","134.224.67.86","192.168.1.44","UDP","1060","8801  >  57091 Len=1018"
"10244","37.841256428","134.224.67.86","192.168.1.44","UDP","1060","8801  >  57091 Len=1018"
"10246","37.852921368","134.224.67.86","192.168.1.44","UDP","1060","8801  >  57091 Len=1018"
"10247","37.853054198","134.224.67.86","192.168.1.44","UDP","1060","8801  >  57091 Len=1018"
"10248","37.853447140","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10249","37.870262499","134.224.67.86","192.168.1.44","UDP","1205","8801  >  57091 Len=1163"
"10250","37.870399513","134.224.67.86","192.168.1.44","UDP","1205","8801  >  57091 Len=1163"
"10253","37.901308675","134.224.67.86","192.168.1.44","UDP","1205","8801  >  57091 Len=1163"
"10254","37.901458697","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10260","37.918083991","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10261","37.921770202","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10262","37.921915303","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10265","37.931532367","134.224.67.86","192.168.1.44","UDP","1236","8801  >  57091 Len=1194"
"10266","37.931680920","134.224.67.86","192.168.1.44","UDP","1216","8801  >  57091 Len=1174"
"10269","37.953050617","134.224.67.86","192.168.1.44","UDP","1216","8801  >  57091 Len=1174"
"10270","37.953203212","134.224.67.86","192.168.1.44","UDP","1216","8801  >  57091 Len=1174"
"10271","37.953610653","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10272","37.961715651","134.224.67.86","192.168.1.44","UDP","1216","8801  >  57091 Len=1174"
"10277","37.991332983","134.224.67.86","192.168.1.44","UDP","1179","8801  >  57091 Len=1137"
"10281","38.004658306","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10282","38.004687681","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10283","38.012847951","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10284","38.014439048","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10285","38.023949473","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10286","38.024070200","134.224.67.86","192.168.1.44","UDP","1210","8801  >  57091 Len=1168"
"10288","38.024573315","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"10297","38.082729423","134.224.67.86","192.168.1.44","UDP","1104","8801  >  57091 Len=1062"
"10298","38.082839518","134.224.67.86","192.168.1.44","UDP","1104","8801  >  57091 Len=1062"
"10299","38.092810145","134.224.67.86","192.168.1.44","UDP","1104","8801  >  57091 Len=1062"
"10302","38.093788958","134.224.67.86","192.168.1.44","UDP","1104","8801  >  57091 Len=1062"
"10303","38.095318264","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10305","38.102772641","134.224.67.86","192.168.1.44","UDP","1103","8801  >  57091 Len=1061"
"10308","38.123928583","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10309","38.124075651","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"10313","38.139354925","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10314","38.143901970","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10315","38.144025296","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10316","38.153817412","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10317","38.155105652","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10318","38.183745717","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10319","38.184606068","134.224.67.86","192.168.1.44","UDP","1235","8801  >  57091 Len=1193"
"10322","38.195701875","134.224.67.86","192.168.1.44","UDP","1135","8801  >  57091 Len=1093"
"10323","38.196690364","134.224.67.86","192.168.1.44","UDP","1135","8801  >  57091 Len=1093"
"10325","38.204045293","134.224.67.86","192.168.1.44","UDP","1134","8801  >  57091 Len=1092"
"10326","38.205143507","134.224.67.86","192.168.1.44","UDP","1134","8801  >  57091 Len=1092"
"10334","38.233908550","134.224.67.86","192.168.1.44","UDP","123","8801  >  57091 Len=81"
"10336","38.235331211","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10338","38.245292357","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10339","38.246389928","134.224.67.86","192.168.1.44","WireGuard","123","Transport Data, receiver=0x61D00127, counter=4613094636973523164, datalen=49"
"10340","38.246403990","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10343","38.268678700","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10344","38.268827811","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10347","38.277041115","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10349","38.298640275","134.224.67.86","192.168.1.44","UDP","106","8801  >  53820 Len=64"
"10351","38.306483789","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10352","38.306642108","134.224.67.86","192.168.1.44","UDP","1237","8801  >  57091 Len=1195"
"10353","38.316401669","134.224.67.86","192.168.1.44","UDP","1268","8801  >  57091 Len=1226"
"10355","38.323054312","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"10356","38.346627645","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"10357","38.346771190","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"10363","38.358100151","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"10364","38.376329665","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"10365","38.376432529","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"10370","38.378066311","134.224.67.86","192.168.1.44","UDP","123","8801  >  53820 Len=81"
"10372","38.379835151","134.224.67.86","192.168.1.44","WireGuard","123","Transport Data, receiver=0x62D00127, counter=4613094641268490344, datalen=49"
"10374","38.386375481","134.224.67.86","192.168.1.44","UDP","1244","8801  >  57091 Len=1202"
"10375","38.386509328","134.224.67.86","192.168.1.44","UDP","1244","8801  >  57091 Len=1202"
"10376","38.387642640","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10377","38.396620893","134.224.67.86","192.168.1.44","UDP","1244","8801  >  57091 Len=1202"
"10378","38.396761084","134.224.67.86","192.168.1.44","UDP","1244","8801  >  57091 Len=1202"
"10379","38.399995580","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"10381","38.406507750","134.224.67.86","192.168.1.44","UDP","1244","8801  >  57091 Len=1202"
"10382","38.408967370","134.224.67.86","192.168.1.44","UDP","1243","8801  >  57091 Len=1201"
"10383","38.416908299","134.224.67.86","192.168.1.44","UDP","1243","8801  >  57091 Len=1201"
"10389","38.418927355","134.224.67.86","192.168.1.44","UDP","1275","8801  >  57091 Len=1233"
"10391","38.439581161","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=8016 Ack=9524 Win=16 Len=0 TSval=1380067781 TSecr=3700359963"
"10392","38.457659105","134.224.67.86","192.168.1.44","UDP","1305","8801  >  57091 Len=1263"
"10393","38.457806705","134.224.67.86","192.168.1.44","UDP","1305","8801  >  57091 Len=1263"
"10395","38.467663012","134.224.67.86","192.168.1.44","UDP","1305","8801  >  57091 Len=1263"
"10396","38.467821115","134.224.67.86","192.168.1.44","UDP","1305","8801  >  57091 Len=1263"
"10397","38.468831059","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10398","38.477853212","134.224.67.86","192.168.1.44","UDP","1304","8801  >  57091 Len=1262"
"10399","38.478005241","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10400","38.482466054","134.224.67.86","192.168.1.44","UDP","123","8801  >  51786 Len=81"
"10402","38.484942648","134.224.67.86","192.168.1.44","WireGuard","123","Transport Data, receiver=0x62D00127, counter=4613094632678555852, datalen=49"
"10408","38.509131953","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10409","38.509294105","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10412","38.518881192","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10416","38.541151503","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10417","38.542062946","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"10418","38.551358438","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10424","38.590365150","134.224.67.86","192.168.1.44","UDP","1288","8801  >  57091 Len=1246"
"10425","38.590521212","134.224.67.86","192.168.1.44","UDP","1320","8801  >  57091 Len=1278"
"10426","38.600064883","134.224.67.86","192.168.1.44","UDP","1248","8801  >  57091 Len=1206"
"10428","38.610191868","134.224.67.86","192.168.1.44","UDP","1248","8801  >  57091 Len=1206"
"10429","38.610347987","134.224.67.86","192.168.1.44","UDP","1248","8801  >  57091 Len=1206"
"10430","38.620377187","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10431","38.620525501","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10433","38.623804415","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"10434","38.634861206","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10437","38.651354743","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10440","38.660190725","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10443","38.661991015","134.224.67.86","192.168.1.44","UDP","1247","8801  >  57091 Len=1205"
"10446","38.672487791","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10449","38.711704947","134.224.67.86","192.168.1.44","UDP","1246","8801  >  57091 Len=1204"
"10450","38.711883724","134.224.67.86","192.168.1.44","UDP","1246","8801  >  57091 Len=1204"
"10451","38.721582062","134.224.67.86","192.168.1.44","UDP","1278","8801  >  57091 Len=1236"
"10457","38.751303350","134.224.67.86","192.168.1.44","UDP","1179","8801  >  57091 Len=1137"
"10458","38.752565147","134.224.67.86","192.168.1.44","UDP","1179","8801  >  57091 Len=1137"
"10459","38.761292296","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10460","38.762678889","134.224.67.86","192.168.1.44","UDP","1178","8801  >  57091 Len=1136"
"10461","38.772322830","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10462","38.773010506","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10463","38.773699897","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10464","38.782774633","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10465","38.782926159","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10468","38.802777739","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10469","38.802911093","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"10475","38.815748912","134.224.67.86","192.168.1.44","UDP","1293","8801  >  57091 Len=1251"
"10476","38.815887530","134.224.67.86","192.168.1.44","UDP","1214","8801  >  57091 Len=1172"
"10481","38.852659593","134.224.67.86","192.168.1.44","UDP","1213","8801  >  57091 Len=1171"
"10482","38.852798240","134.224.67.86","192.168.1.44","UDP","1213","8801  >  57091 Len=1171"
"10483","38.855397139","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10484","38.862616968","134.224.67.86","192.168.1.44","UDP","1213","8801  >  57091 Len=1171"
"10491","38.924094265","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"10492","38.924239037","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"10494","38.933792103","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"10495","38.943924113","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"10496","38.944065980","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"10499","38.954013223","134.224.67.86","192.168.1.44","UDP","1199","8801  >  57091 Len=1157"
"10504","38.966417896","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"10505","38.973875490","134.224.67.86","192.168.1.44","UDP","1199","8801  >  57091 Len=1157"
"10506","38.974027343","134.224.67.86","192.168.1.44","UDP","1231","8801  >  57091 Len=1189"
"10509","38.977365703","134.224.67.86","192.168.1.44","UDP","130","8801  >  53820 Len=88"
"10510","38.985201379","134.224.67.86","192.168.1.44","UDP","1269","8801  >  57091 Len=1227"
"10512","38.986516048","134.224.67.86","192.168.1.44","UDP","1269","8801  >  57091 Len=1227"
