"No.","Time","Source","Destination","Protocol","Length","Info"
"6536","23.267738708","134.224.67.86","192.168.1.44","UDP","311","8801  >  53820 Len=269"
"6537","23.267806825","134.224.67.86","192.168.1.44","UDP","307","8801  >  53820 Len=265"
"6542","23.317606295","134.224.67.86","192.168.1.44","UDP","1225","8801  >  57091 Len=1183"
"6543","23.327687295","134.224.67.86","192.168.1.44","UDP","1256","8801  >  57091 Len=1214"
"6545","23.328379495","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"6546","23.328562916","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"6547","23.330922573","134.224.67.86","192.168.1.44","UDP","295","8801  >  53820 Len=253"
"6548","23.330953356","134.224.67.86","192.168.1.44","UDP","298","8801  >  53820 Len=256"
"6549","23.331589462","134.224.67.86","192.168.1.44","UDP","298","8801  >  53820 Len=256"
"6550","23.343625613","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"6551","23.343808344","134.224.67.86","192.168.1.44","UDP","1200","8801  >  57091 Len=1158"
"6552","23.347357498","134.224.67.86","192.168.1.44","UDP","1172","8801  >  57091 Len=1130"
"6553","23.348194466","134.224.67.86","192.168.1.44","UDP","1172","8801  >  57091 Len=1130"
"6554","23.348675961","134.224.67.86","192.168.1.44","UDP","305","8801  >  53820 Len=263"
"6560","23.369210023","134.224.67.86","192.168.1.44","UDP","299","8801  >  53820 Len=257"
"6561","23.378659215","134.224.67.86","192.168.1.44","UDP","1172","8801  >  57091 Len=1130"
"6566","23.379651701","134.224.67.86","192.168.1.44","UDP","1172","8801  >  57091 Len=1130"
"6567","23.380811960","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"6568","23.380827467","134.224.67.86","192.168.1.44","WireGuard","123","Transport Data, receiver=0x27D00123, counter=4613094641268490448, datalen=49"
"6569","23.380860307","134.224.67.86","192.168.1.44","UDP","123","8801  >  53820 Len=81"
"6571","23.388397841","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"6572","23.390189428","134.224.67.86","192.168.1.44","UDP","373","8801  >  53820 Len=331"
"6575","23.408758282","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"6581","23.421735822","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"6582","23.423159624","134.224.67.86","192.168.1.44","UDP","1171","8801  >  57091 Len=1129"
"6583","23.429341478","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"6584","23.430062158","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6585","23.430836729","134.224.67.86","192.168.1.44","UDP","361","8801  >  53820 Len=319"
"6586","23.430895893","134.224.67.86","192.168.1.44","UDP","360","8801  >  53820 Len=318"
"6588","23.452074782","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6589","23.452732968","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6590","23.452758836","134.224.67.86","192.168.1.44","UDP","369","8801  >  53820 Len=327"
"6591","23.459178355","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6593","23.459861854","134.224.67.86","192.168.1.44","UDP","1206","8801  >  57091 Len=1164"
"6594","23.469369046","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6595","23.470739592","134.224.67.86","192.168.1.44","UDP","365","8801  >  53820 Len=323"
"6596","23.470774392","134.224.67.86","192.168.1.44","UDP","357","8801  >  53820 Len=315"
"6597","23.479372111","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6598","23.484410955","134.224.67.86","192.168.1.44","UDP","123","8801  >  51786 Len=81"
"6599","23.484444451","134.224.67.86","192.168.1.44","WireGuard","123","Transport Data, receiver=0x28D00123, counter=4613094632678555700, datalen=49"
"6606","23.519676438","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6612","23.530499105","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6613","23.531084276","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6614","23.531220882","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6615","23.532117431","134.224.67.86","192.168.1.44","UDP","349","8801  >  53820 Len=307"
"6616","23.532620510","134.224.67.86","192.168.1.44","UDP","335","8801  >  53820 Len=293"
"6617","23.532672411","134.224.67.86","192.168.1.44","UDP","332","8801  >  53820 Len=290"
"6618","23.541236310","134.224.67.86","192.168.1.44","UDP","1252","8801  >  57091 Len=1210"
"6619","23.552054106","134.224.67.86","192.168.1.44","UDP","1283","8801  >  57091 Len=1241"
"6620","23.570682875","134.224.67.86","192.168.1.44","UDP","1096","8801  >  57091 Len=1054"
"6621","23.572190623","134.224.67.86","192.168.1.44","UDP","328","8801  >  53820 Len=286"
"6622","23.581677386","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6623","23.592699175","134.224.67.86","192.168.1.44","UDP","340","8801  >  53820 Len=298"
"6624","23.592740690","134.224.67.86","192.168.1.44","UDP","341","8801  >  53820 Len=299"
"6626","23.611074025","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6627","23.611590195","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6628","23.612877496","134.224.67.86","192.168.1.44","UDP","330","8801  >  53820 Len=288"
"6629","23.622107692","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6631","23.636627062","134.224.67.86","192.168.1.44","UDP","1210","8801  >  57091 Len=1168"
"6634","23.651046392","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6635","23.654702552","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6636","23.655350713","134.224.67.86","192.168.1.44","UDP","330","8801  >  53820 Len=288"
"6637","23.655370910","134.224.67.86","192.168.1.44","UDP","317","8801  >  53820 Len=275"
"6640","23.672308670","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6643","23.674060296","134.224.67.86","192.168.1.44","UDP","320","8801  >  53820 Len=278"
"6644","23.684310363","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6645","23.684931324","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6646","23.689754747","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"6647","23.695452820","134.224.67.86","192.168.1.44","UDP","1209","8801  >  57091 Len=1167"
"6648","23.695652533","134.224.67.86","192.168.1.44","UDP","1241","8801  >  57091 Len=1199"
"6649","23.698421665","134.224.67.86","192.168.1.44","UDP","315","8801  >  53820 Len=273"
"6651","23.714654707","134.224.67.86","192.168.1.44","UDP","310","8801  >  53820 Len=268"
"6654","23.733638522","134.224.67.86","192.168.1.44","UDP","1301","8801  >  57091 Len=1259"
"6657","23.735300558","134.224.67.86","192.168.1.44","UDP","306","8801  >  53820 Len=264"
"6658","23.743342397","134.224.67.86","192.168.1.44","UDP","1301","8801  >  57091 Len=1259"
"6661","23.744958886","134.224.67.86","192.168.1.44","UDP","1301","8801  >  57091 Len=1259"
"6662","23.753793149","134.224.67.86","192.168.1.44","UDP","1300","8801  >  57091 Len=1258"
"6665","23.754538502","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6666","23.755064718","134.224.67.86","192.168.1.44","UDP","283","8801  >  53820 Len=241"
"6669","23.786591337","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6670","23.795192733","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6673","23.796974198","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6674","23.796994299","134.224.67.86","192.168.1.44","UDP","284","8801  >  53820 Len=242"
"6678","23.806269823","134.224.67.86","192.168.1.44","UDP","269","8801  >  53820 Len=227"
"6681","23.826560634","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6682","23.829676557","134.224.67.86","192.168.1.44","UDP","267","8801  >  53820 Len=225"
"6683","23.834710873","134.224.67.86","192.168.1.44","UDP","1204","8801  >  57091 Len=1162"
"6684","23.835454845","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"6685","23.835646899","134.224.67.86","192.168.1.44","UDP","1235","8801  >  57091 Len=1193"
"6686","23.846695105","134.224.67.86","192.168.1.44","UDP","260","8801  >  53820 Len=218"
"6687","23.854793136","134.224.67.86","192.168.1.44","UDP","1163","8801  >  57091 Len=1121"
"6688","23.855462807","134.224.67.86","192.168.1.44","UDP","1163","8801  >  57091 Len=1121"
"6689","23.865040725","134.224.67.86","192.168.1.44","UDP","1163","8801  >  57091 Len=1121"
"6692","23.868190206","134.224.67.86","192.168.1.44","UDP","1163","8801  >  57091 Len=1121"
"6693","23.869427909","134.224.67.86","192.168.1.44","UDP","263","8801  >  53820 Len=221"
"6694","23.869457195","134.224.67.86","192.168.1.44","UDP","287","8801  >  53820 Len=245"
"6699","23.896385494","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"6705","23.905919134","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"6706","23.906905951","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"6707","23.907636120","134.224.67.86","192.168.1.44","UDP","305","8801  >  53820 Len=263"
"6708","23.907695769","134.224.67.86","192.168.1.44","UDP","338","8801  >  53820 Len=296"
"6709","23.919457539","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"6711","23.946582198","134.224.67.86","192.168.1.44","UDP","1262","8801  >  57091 Len=1220"
"6715","23.956523743","134.224.67.86","192.168.1.44","UDP","1261","8801  >  57091 Len=1219"
"6718","23.966370262","134.224.67.86","192.168.1.44","UDP","1261","8801  >  57091 Len=1219"
"6721","23.967617504","134.224.67.86","192.168.1.44","UDP","1293","8801  >  57091 Len=1251"
"6722","23.967833283","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6723","23.968457039","134.224.67.86","192.168.1.44","UDP","345","8801  >  53820 Len=303"
"6724","23.968519526","134.224.67.86","192.168.1.44","UDP","343","8801  >  53820 Len=301"
"6725","23.968562117","134.224.67.86","192.168.1.44","UDP","318","8801  >  53820 Len=276"
"6726","23.977231587","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"6727","23.996958660","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6729","24.006838188","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6730","24.007601904","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6731","24.008466130","134.224.67.86","192.168.1.44","UDP","311","8801  >  53820 Len=269"
"6732","24.008520891","134.224.67.86","192.168.1.44","UDP","286","8801  >  53820 Len=244"
"6736","24.035294570","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6739","24.035918636","134.224.67.86","192.168.1.44","UDP","295","8801  >  53820 Len=253"
"6740","24.037570625","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6743","24.057842887","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6746","24.067926904","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6749","24.077917658","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6750","24.093581666","134.224.67.86","192.168.1.44","UDP","285","8801  >  53820 Len=243"
"6751","24.093617837","134.224.67.86","192.168.1.44","UDP","181","8801  >  53820 Len=139"
"6755","24.109410685","134.224.67.86","192.168.1.44","UDP","106","8801  >  53820 Len=64"
"6758","24.110494740","134.224.67.86","192.168.1.44","UDP","1207","8801  >  57091 Len=1165"
"6759","24.110534308","134.224.67.86","192.168.1.44","UDP","294","8801  >  53820 Len=252"
"6760","24.118993576","134.224.67.86","192.168.1.44","UDP","1238","8801  >  57091 Len=1196"
"6763","24.120444599","134.224.67.86","192.168.1.44","UDP","1167","8801  >  57091 Len=1125"
"6764","24.120620627","134.224.67.86","192.168.1.44","UDP","1167","8801  >  57091 Len=1125"
"6765","24.130937873","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6766","24.133820227","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6767","24.133850952","134.224.67.86","192.168.1.44","UDP","302","8801  >  53820 Len=260"
"6768","24.133908029","134.224.67.86","192.168.1.44","UDP","317","8801  >  53820 Len=275"
"6769","24.138631190","134.224.67.86","192.168.1.44","UDP","1167","8801  >  57091 Len=1125"
"6770","24.139254421","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6771","24.149365604","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6772","24.150853047","134.224.67.86","192.168.1.44","UDP","329","8801  >  53820 Len=287"
"6775","24.179150043","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6778","24.181124048","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6780","24.183368094","134.224.67.86","192.168.1.44","TLSv1.2","160","[TCP Spurious Retransmission] , Application Data"
"6782","24.189838083","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6785","24.191755215","134.224.67.86","192.168.1.44","UDP","341","8801  >  53820 Len=299"
"6786","24.192320733","134.224.67.86","192.168.1.44","UDP","344","8801  >  53820 Len=302"
"6791","24.209711639","134.224.67.86","192.168.1.44","UDP","1166","8801  >  57091 Len=1124"
"6794","24.211151577","134.224.67.86","192.168.1.44","UDP","1198","8801  >  57091 Len=1156"
"6795","24.211873805","134.224.67.86","192.168.1.44","UDP","334","8801  >  53820 Len=292"
"6796","24.220463784","134.224.67.86","192.168.1.44","UDP","1257","8801  >  57091 Len=1215"
"6797","24.240374292","134.224.67.86","192.168.1.44","UDP","1256","8801  >  57091 Len=1214"
"6800","24.250265910","134.224.67.86","192.168.1.44","UDP","1256","8801  >  57091 Len=1214"
"6804","24.251795598","134.224.67.86","192.168.1.44","UDP","327","8801  >  53820 Len=285"
"6805","24.251843516","134.224.67.86","192.168.1.44","UDP","309","8801  >  53820 Len=267"
"6807","24.271157867","134.224.67.86","192.168.1.44","UDP","1256","8801  >  57091 Len=1214"
"6808","24.273051963","134.224.67.86","192.168.1.44","UDP","308","8801  >  53820 Len=266"
"6809","24.294361238","134.224.67.86","192.168.1.44","UDP","1234","8801  >  57091 Len=1192"
"6810","24.298643326","134.224.67.86","192.168.1.44","UDP","1234","8801  >  57091 Len=1192"
"6811","24.298691373","134.224.67.86","192.168.1.44","UDP","168","8801  >  57091 Len=126"
"6812","24.301185100","134.224.67.86","192.168.1.44","UDP","1233","8801  >  57091 Len=1191"
"6814","24.311481594","134.224.67.86","192.168.1.44","UDP","1233","8801  >  57091 Len=1191"
"6815","24.312143472","134.224.67.86","192.168.1.44","UDP","1233","8801  >  57091 Len=1191"
"6816","24.312338345","134.224.67.86","192.168.1.44","UDP","1265","8801  >  57091 Len=1223"
"6817","24.312940118","134.224.67.86","192.168.1.44","UDP","312","8801  >  53820 Len=270"
"6818","24.312992499","134.224.67.86","192.168.1.44","UDP","323","8801  >  53820 Len=281"
"6819","24.321365634","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6825","24.343726491","134.224.67.86","192.168.1.44","UDP","326","8801  >  53820 Len=284"
"6830","24.372288929","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6832","24.373263371","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6833","24.374027496","134.224.67.86","192.168.1.44","UDP","332","8801  >  53820 Len=290"
"6836","24.393867537","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6837","24.395899492","134.224.67.86","192.168.1.44","UDP","331","8801  >  53820 Len=289"
"6841","24.402666376","134.224.67.86","192.168.1.44","UDP","1124","8801  >  57091 Len=1082"
"6842","24.403599827","134.224.67.86","192.168.1.44","UDP","1124","8801  >  57091 Len=1082"
"6843","24.413014215","134.224.67.86","192.168.1.44","UDP","1123","8801  >  57091 Len=1081"
"6845","24.414233868","134.224.67.86","192.168.1.44","UDP","1123","8801  >  57091 Len=1081"
"6846","24.414802510","134.224.67.86","192.168.1.44","UDP","333","8801  >  53820 Len=291"
"6847","24.414828777","134.224.67.86","192.168.1.44","UDP","325","8801  >  53820 Len=283"
"6848","24.423112125","134.224.67.86","192.168.1.44","UDP","1123","8801  >  57091 Len=1081"
"6849","24.423842697","134.224.67.86","192.168.1.44","UDP","1123","8801  >  57091 Len=1081"
"6850","24.433435089","134.224.67.86","192.168.1.44","UDP","1155","8801  >  57091 Len=1113"
"6851","24.444175769","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"6852","24.448838189","134.224.67.86","192.168.1.44","TLSv1.2","160","[TCP Spurious Retransmission] , Application Data"
"6854","24.453368654","134.224.67.86","192.168.1.44","UDP","1203","8801  >  57091 Len=1161"
"6855","24.455054427","134.224.67.86","192.168.1.44","UDP","326","8801  >  53820 Len=284"
"6856","24.455114453","134.224.67.86","192.168.1.44","UDP","347","8801  >  53820 Len=305"
"6861","24.483959819","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"6868","24.504069918","134.224.67.86","192.168.1.44","UDP","1202","8801  >  57091 Len=1160"
"6869","24.505293613","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6870","24.510719541","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=4930 Ack=6099 Win=16 Len=0 TSval=1380053846 TSecr=3700345750"
"6871","24.511694219","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6872","24.511888089","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6873","24.511924938","134.224.67.86","192.168.1.44","UDP","349","8801  >  53820 Len=307"
"6874","24.511989813","134.224.67.86","192.168.1.44","UDP","345","8801  >  53820 Len=303"
"6875","24.512036229","134.224.67.86","192.168.1.44","UDP","323","8801  >  53820 Len=281"
"6876","24.512912902","134.224.67.86","192.168.1.44","TCP","78","[TCP Dup ACK 6870#1] 443  >  45928 [ACK] Seq=4930 Ack=6099 Win=16 Len=0 TSval=1380053855 TSecr=3700346038 SLE=6049 SRE=6099"
"6882","24.547055215","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6884","24.549272188","134.224.67.86","192.168.1.44","UDP","309","8801  >  53820 Len=267"
"6885","24.549293226","134.224.67.86","192.168.1.44","UDP","293","8801  >  53820 Len=251"
"6886","24.555276002","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6887","24.555926061","134.224.67.86","192.168.1.44","UDP","1224","8801  >  57091 Len=1182"
"6888","24.565608827","134.224.67.86","192.168.1.44","UDP","1223","8801  >  57091 Len=1181"
"6890","24.568156242","134.224.67.86","192.168.1.44","UDP","281","8801  >  53820 Len=239"
"6891","24.575528171","134.224.67.86","192.168.1.44","UDP","1255","8801  >  57091 Len=1213"
"6892","24.587651933","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"6894","24.606313331","134.224.67.86","192.168.1.44","UDP","1184","8801  >  57091 Len=1142"
"6895","24.607004495","134.224.67.86","192.168.1.44","UDP","1184","8801  >  57091 Len=1142"
"6896","24.607586752","134.224.67.86","192.168.1.44","UDP","278","8801  >  53820 Len=236"
"6897","24.607632811","134.224.67.86","192.168.1.44","UDP","276","8801  >  53820 Len=234"
"6902","24.626904294","134.224.67.86","192.168.1.44","UDP","1184","8801  >  57091 Len=1142"
"6903","24.627088694","134.224.67.86","192.168.1.44","UDP","1183","8801  >  57091 Len=1141"
"6904","24.636223816","134.224.67.86","192.168.1.44","UDP","1250","8801  >  57091 Len=1208"
"6905","24.636869751","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"6910","24.649012361","134.224.67.86","192.168.1.44","UDP","267","8801  >  53820 Len=225"
"6912","24.656463459","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"6913","24.667071015","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"6914","24.668041431","134.224.67.86","192.168.1.44","UDP","156","8801  >  53820 Len=114"
"6915","24.668070666","134.224.67.86","192.168.1.44","UDP","168","8801  >  53820 Len=126"
"6916","24.687048317","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"6917","24.688380505","134.224.67.86","192.168.1.44","UDP","200","8801  >  53820 Len=158"
"6918","24.697060131","134.224.67.86","192.168.1.44","UDP","1249","8801  >  57091 Len=1207"
"6919","24.697841730","134.224.67.86","192.168.1.44","UDP","1281","8801  >  57091 Len=1239"
"6925","24.717151342","134.224.67.86","192.168.1.44","UDP","1270","8801  >  57091 Len=1228"
"6927","24.732641866","134.224.67.86","192.168.1.44","UDP","1269","8801  >  57091 Len=1227"
"6928","24.733349370","134.224.67.86","192.168.1.44","UDP","1269","8801  >  57091 Len=1227"
"6929","24.738105334","134.224.67.86","192.168.1.44","UDP","314","8801  >  53820 Len=272"
"6930","24.738136791","134.224.67.86","192.168.1.44","UDP","344","8801  >  53820 Len=302"
"6931","24.747853744","134.224.67.86","192.168.1.44","UDP","1269","8801  >  57091 Len=1227"
"6932","24.750971467","134.224.67.86","192.168.1.44","TLSv1.2","136","Application Data"
"6935","24.751932669","134.224.67.86","192.168.1.44","UDP","333","8801  >  53820 Len=291"
"6936","24.758265388","134.224.67.86","192.168.1.44","UDP","1145","8801  >  57091 Len=1103"
"6937","24.772903042","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=5000 Ack=6149 Win=16 Len=0 TSval=1380054115 TSecr=3700346298"
"6940","24.781951573","134.224.67.86","192.168.1.44","UDP","1145","8801  >  57091 Len=1103"
"6943","24.783638355","134.224.67.86","192.168.1.44","UDP","1145","8801  >  57091 Len=1103"
"6944","24.790133966","134.224.67.86","192.168.1.44","UDP","1145","8801  >  57091 Len=1103"
"6947","24.791640235","134.224.67.86","192.168.1.44","UDP","352","8801  >  53820 Len=310"
"6948","24.791692661","134.224.67.86","192.168.1.44","UDP","346","8801  >  53820 Len=304"
"6954","24.818728169","134.224.67.86","192.168.1.44","UDP","1145","8801  >  57091 Len=1103"
"6955","24.819662649","134.224.67.86","192.168.1.44","UDP","1144","8801  >  57091 Len=1102"
"6956","24.822375714","134.224.67.86","192.168.1.44","UDP","341","8801  >  53820 Len=299"
"6957","24.825550833","134.224.67.86","192.168.1.44","UDP","1144","8801  >  57091 Len=1102"
"6958","24.825713212","134.224.67.86","192.168.1.44","UDP","1176","8801  >  57091 Len=1134"
"6959","24.831060815","134.224.67.86","192.168.1.44","UDP","1168","8801  >  57091 Len=1126"
"6960","24.841279552","134.224.67.86","192.168.1.44","UDP","1168","8801  >  57091 Len=1126"
"6966","24.855080639","134.224.67.86","192.168.1.44","UDP","325","8801  >  53820 Len=283"
"6967","24.855132742","134.224.67.86","192.168.1.44","UDP","329","8801  >  53820 Len=287"
"6969","24.882372668","134.224.67.86","192.168.1.44","UDP","1167","8801  >  57091 Len=1125"
"6970","24.882527195","134.224.67.86","192.168.1.44","UDP","1167","8801  >  57091 Len=1125"
"6971","24.891825632","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"6972","24.892593690","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"6973","24.893514253","134.224.67.86","192.168.1.44","UDP","318","8801  >  53820 Len=276"
"6974","24.893557623","134.224.67.86","192.168.1.44","UDP","293","8801  >  53820 Len=251"
"6975","24.901638700","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"6977","24.913172627","134.224.67.86","192.168.1.44","UDP","272","8801  >  53820 Len=230"
"6980","24.921650302","134.224.67.86","192.168.1.44","UDP","167","8801  >  57091 Len=125"
"6985","24.939443064","134.224.67.86","192.168.1.44","TLSv1.2","160","Application Data"
"6990","24.953099133","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"6992","24.956581932","134.224.67.86","192.168.1.44","UDP","1138","8801  >  57091 Len=1096"
"6993","24.956724328","134.224.67.86","192.168.1.44","UDP","1137","8801  >  57091 Len=1095"
"6994","24.956891212","134.224.67.86","192.168.1.44","UDP","1169","8801  >  57091 Len=1127"
"6995","24.958355057","134.224.67.86","192.168.1.44","UDP","283","8801  >  53820 Len=241"
"6996","24.958402852","134.224.67.86","192.168.1.44","UDP","297","8801  >  53820 Len=255"
"6997","24.962756457","134.224.67.86","192.168.1.44","UDP","1095","8801  >  57091 Len=1053"
"6998","24.963490739","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"6999","24.973518693","134.224.67.86","192.168.1.44","TCP","66","443  >  45928 [ACK] Seq=5094 Ack=6199 Win=16 Len=0 TSval=1380054315 TSecr=3700346496"
"7002","24.994161830","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"7003","24.995501477","134.224.67.86","192.168.1.44","UDP","1094","8801  >  57091 Len=1052"
"7004","24.995516916","134.224.67.86","192.168.1.44","UDP","304","8801  >  53820 Len=262"
"7005","24.995570436","134.224.67.86","192.168.1.44","UDP","306","8801  >  53820 Len=264"
"7009","25.005110815","134.224.67.86","192.168.1.44","UDP","1219","8801  >  57091 Len=1177"
"7010","25.015273416","134.224.67.86","192.168.1.44","UDP","1219","8801  >  57091 Len=1177"
"7012","25.016117926","134.224.67.86","192.168.1.44","UDP","308","8801  >  53820 Len=266"
"7013","25.024086792","134.224.67.86","192.168.1.44","UDP","1219","8801  >  57091 Len=1177"
"7014","25.024756566","134.224.67.86","192.168.1.44","UDP","1219","8801  >  57091 Len=1177"
"7015","25.035868956","134.224.67.86","192.168.1.44","UDP","312","8801  >  53820 Len=270"
"7016","25.063936087","134.224.67.86","192.168.1.44","UDP","1218","8801  >  57091 Len=1176"
"7019","25.073921662","134.224.67.86","192.168.1.44","UDP","1250","8801  >  57091 Len=1208"
"7022","25.074536060","134.224.67.86","192.168.1.44","UDP","1157","8801  >  57091 Len=1115"
"7023","25.075091104","134.224.67.86","192.168.1.44","UDP","1157","8801  >  57091 Len=1115"
"7024","25.075249588","134.224.67.86","192.168.1.44","UDP","1157","8801  >  57091 Len=1115"
"7025","25.076412129","134.224.67.86","192.168.1.44","UDP","317","8801  >  53820 Len=275"
"7026","25.076445005","134.224.67.86","192.168.1.44","UDP","325","8801  >  53820 Len=283"
"7033","25.106238415","134.224.67.86","192.168.1.44","UDP","309","8801  >  53820 Len=267"
"7034","25.113259893","134.224.67.86","192.168.1.44","UDP","106","8801  >  53820 Len=64"
"7035","25.117885725","134.224.67.86","192.168.1.44","UDP","1157","8801  >  57091 Len=1115"
"7036","25.118601532","134.224.67.86","192.168.1.44","UDP","1156","8801  >  57091 Len=1114"
"7037","25.126008146","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"7038","25.126804196","134.224.67.86","192.168.1.44","UDP","286","8801  >  53820 Len=244"
"7039","25.135342497","134.224.67.86","192.168.1.44","UDP","1289","8801  >  57091 Len=1247"
"7040","25.144896952","134.224.67.86","192.168.1.44","UDP","1288","8801  >  57091 Len=1246"
"7044","25.146715588","134.224.67.86","192.168.1.44","UDP","285","8801  >  53820 Len=243"
"7045","25.146760945","134.224.67.86","192.168.1.44","UDP","294","8801  >  53820 Len=252"
